account_id,account_name,region,country,industry,account_tier,employee_size,estimated_annual_revenue,account_status,contract_start_date,contract_end_date,use_case,sales_rep_name,sales_manager_name
ACC-000168,Nexus Partners,AMER,Canada,Retail & E-commerce,SMB,250,2600000,Active,2020-06-17,2021-12-02,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000168,Nexus Partners,AMER,Canada,Retail & E-commerce,SMB,250,2600000,Active,2020-06-17,2021-12-02,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000169,Vertex Associates,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-06-18,2021-12-04,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000169,Vertex Associates,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-06-18,2021-12-04,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000169,Vertex Associates,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-06-18,2021-12-04,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000169,Vertex Associates,AMER,United States,Manufacturing,SMB,275,2800000,Active,2020-06-18,2021-12-04,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000170,Apex Consulting,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2020-06-19,2021-12-06,Real-time Analytics,Rain Carter,James Mueller
ACC-000170,Apex Consulting,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2020-06-19,2021-12-06,Real-time Analytics,River Scott,Lisa Wang
ACC-000170,Apex Consulting,EMEA,Spain,Media & Entertainment,SMB,300,1550000,Active,2020-06-19,2021-12-06,Real-time Analytics,Rowan King,Lisa Wang
ACC-000171,Matrix Services,AMER,Mexico,Telecommunications,SMB,325,3200000,Active,2020-06-20,2021-12-08,Data Engineering,Quinn Anderson,Michael Chen
ACC-000172,Quantum Solutions,AMER,Canada,Energy & Utilities,SMB,350,3400000,Active,2020-06-21,2021-12-10,Customer 360,Parker Allen,David Thompson
ACC-000173,Synergy Analytics,LATAM,Chile,Government & Public Sector,SMB,375,640000,Active,2020-06-22,2021-12-12,IoT Analytics,Rio Rogers,Carlos Silva
ACC-000173,Synergy Analytics,LATAM,Chile,Government & Public Sector,SMB,375,640000,Active,2020-06-22,2021-12-12,IoT Analytics,Cruz Morris,Carlos Silva
ACC-000174,Catalyst Intelligence,EMEA,United Kingdom,Education,SMB,400,2150000,Active,2020-06-23,2021-12-14,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000175,Pinnacle Partners,LATAM,Argentina,Transportation & Logistics,SMB,425,800000,Active,2020-06-24,2021-12-16,Marketing Analytics,Vale Sanchez,Carlos Silva
ACC-000176,Zenith Associates,EMEA,France,Real Estate,SMB,450,2450000,Active,2020-06-25,2021-12-18,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000181,Sigma Inc,LATAM,Chile,Healthcare & Life Sciences,SMB,75,480000,Churned,2020-06-30,2021-12-28,Machine Learning & AI,Vale Sanchez,Carlos Silva
ACC-000182,Apex Partners,EMEA,Netherlands,Technology,SMB,100,1100000,At Risk,2020-07-01,2021-12-30,Real-time Analytics,Rain Carter,James Mueller
ACC-000182,Apex Partners,EMEA,Netherlands,Technology,SMB,100,1100000,At Risk,2020-07-01,2021-12-30,Real-time Analytics,River Scott,Lisa Wang
ACC-000182,Apex Partners,EMEA,Netherlands,Technology,SMB,100,1100000,At Risk,2020-07-01,2021-12-30,Real-time Analytics,Rowan King,Lisa Wang
ACC-000183,Matrix Associates,AMER,United States,Retail & E-commerce,SMB,125,1600000,Active,2020-07-02,2022-01-01,Data Engineering,Emery Young,David Thompson
ACC-000184,Quantum Consulting,EMEA,United Kingdom,Manufacturing,SMB,150,1400000,Active,2020-07-03,2022-01-03,Customer 360,Phoenix Wright,Lisa Wang
ACC-000185,Synergy Services,EMEA,Sweden,Media & Entertainment,SMB,175,1550000,Active,2020-07-04,2022-01-05,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000185,Synergy Services,EMEA,Sweden,Media & Entertainment,SMB,175,1550000,Active,2020-07-04,2022-01-05,IoT Analytics,Ocean Baker,James Mueller
ACC-000186,Catalyst Solutions,EMEA,United Kingdom,Telecommunications,SMB,200,1700000,Active,2020-07-05,2022-01-07,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000187,Pinnacle Analytics,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2020-07-06,2022-01-09,Marketing Analytics,Skyler Hall,David Thompson
ACC-000187,Pinnacle Analytics,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2020-07-06,2022-01-09,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000187,Pinnacle Analytics,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2020-07-06,2022-01-09,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000187,Pinnacle Analytics,AMER,Canada,Energy & Utilities,SMB,225,2400000,Active,2020-07-06,2022-01-09,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000188,Zenith Intelligence,AMER,Canada,Government & Public Sector,SMB,250,2600000,Active,2020-07-07,2022-01-11,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000188,Zenith Intelligence,AMER,Canada,Government & Public Sector,SMB,250,2600000,Active,2020-07-07,2022-01-11,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000190,Phoenix Associates,AMER,Canada,Transportation & Logistics,SMB,300,3000000,Active,2020-07-09,2022-01-15,Operational Analytics,Parker Allen,David Thompson
ACC-000193,Vertex Solutions,AMER,United States,Automotive,SMB,375,3600000,Active,2020-07-12,2022-01-21,Machine Learning & AI,Morgan Davis,Sarah Johnson
ACC-000196,Quantum Partners,AMER,Canada,Healthcare & Life Sciences,SMB,450,4200000,Active,2020-07-15,2022-01-27,Customer 360,Jordan Kim,Sarah Johnson
ACC-000197,Synergy Associates,EMEA,Germany,Technology,SMB,475,1100000,Active,2020-07-16,2022-01-29,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000197,Synergy Associates,EMEA,Germany,Technology,SMB,475,1100000,Active,2020-07-16,2022-01-29,IoT Analytics,Ocean Baker,James Mueller
ACC-000198,Catalyst Consulting,AMER,Mexico,Retail & E-commerce,SMB,500,4600000,Active,2020-07-17,2022-01-31,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000200,Global Solutions,AMER,United States,Media & Entertainment,Enterprise,5000,100000000,New,2020-07-19,2022-02-04,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000201,Beta Ltd,AMER,United States,Telecommunications,Enterprise,5500,110000000,Churned,2020-07-20,2022-02-06,Risk & Compliance,Emery Young,David Thompson
ACC-000204,Nexus Associates,AMER,United States,Education,Enterprise,7000,140000000,Active,2020-07-23,2022-02-12,Data Analytics & BI,Blake Miller,Jennifer Rodriguez
ACC-000204,Nexus Associates,AMER,United States,Education,Enterprise,7000,140000000,Active,2020-07-23,2022-02-12,Data Analytics & BI,Taylor Brooks,Sarah Johnson
ACC-000205,Vertex Consulting,EMEA,Netherlands,Transportation & Logistics,Enterprise,7500,120000000,Active,2020-07-24,2022-02-14,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000205,Vertex Consulting,EMEA,Netherlands,Transportation & Logistics,Enterprise,7500,120000000,Active,2020-07-24,2022-02-14,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000205,Vertex Consulting,EMEA,Netherlands,Transportation & Logistics,Enterprise,7500,120000000,Active,2020-07-24,2022-02-14,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000205,Vertex Consulting,EMEA,Netherlands,Transportation & Logistics,Enterprise,7500,120000000,Active,2020-07-24,2022-02-14,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000206,Apex Services,EMEA,Germany,Real Estate,Enterprise,8000,128000000,Active,2020-07-25,2022-02-16,Real-time Analytics,Rain Carter,James Mueller
ACC-000206,Apex Services,EMEA,Germany,Real Estate,Enterprise,8000,128000000,Active,2020-07-25,2022-02-16,Real-time Analytics,River Scott,Lisa Wang
ACC-000206,Apex Services,EMEA,Germany,Real Estate,Enterprise,8000,128000000,Active,2020-07-25,2022-02-16,Real-time Analytics,Rowan King,Lisa Wang
ACC-000207,Matrix Solutions,AMER,United States,Insurance,Enterprise,8500,170000000,Active,2020-07-26,2022-02-18,Data Engineering,Quinn Anderson,Michael Chen
ACC-000208,Quantum Analytics,EMEA,France,Automotive,Enterprise,9000,144000000,Active,2020-07-27,2022-02-20,Customer 360,Phoenix Wright,Lisa Wang
ACC-000209,Synergy Intelligence,EMEA,Netherlands,Professional Services,Enterprise,9500,152000000,Active,2020-07-28,2022-02-22,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000209,Synergy Intelligence,EMEA,Netherlands,Professional Services,Enterprise,9500,152000000,Active,2020-07-28,2022-02-22,IoT Analytics,Ocean Baker,James Mueller
ACC-000211,Pinnacle Associates,AMER,Canada,Healthcare & Life Sciences,Enterprise,10500,210000000,Active,2020-07-30,2022-02-26,Marketing Analytics,Morgan Davis,Sarah Johnson
ACC-000214,Phoenix Solutions,AMER,Mexico,Manufacturing,Enterprise,12000,240000000,Active,2020-08-02,2022-03-04,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000218,Apex Associates,AMER,Canada,Government & Public Sector,Mid-Market,1300,26000000,Active,2020-08-06,2022-03-12,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000219,Matrix Consulting,AMER,United States,Education,Mid-Market,1400,28000000,Active,2020-08-07,2022-03-14,Data Engineering,Emery Young,David Thompson
ACC-000220,Global Industries,AMER,United States,Transportation & Logistics,Mid-Market,1500,30000000,New,2020-08-08,2022-03-16,Customer 360,Drew Garcia,Michael Chen
ACC-000221,Sigma Holdings,AMER,Canada,Real Estate,Mid-Market,1600,32000000,Churned,2020-08-09,2022-03-18,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000221,Sigma Holdings,AMER,Canada,Real Estate,Mid-Market,1600,32000000,Churned,2020-08-09,2022-03-18,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000222,Catalyst Analytics,AMER,Canada,Insurance,Mid-Market,1700,34000000,At Risk,2020-08-10,2022-03-20,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000222,Catalyst Analytics,AMER,Canada,Insurance,Mid-Market,1700,34000000,At Risk,2020-08-10,2022-03-20,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000223,Pinnacle Intelligence,AMER,United States,Automotive,Mid-Market,1800,36000000,Active,2020-08-11,2022-03-22,Marketing Analytics,Skyler Hall,David Thompson
ACC-000223,Pinnacle Intelligence,AMER,United States,Automotive,Mid-Market,1800,36000000,Active,2020-08-11,2022-03-22,Marketing Analytics,Sage Thompson,Michael Chen
ACC-000223,Pinnacle Intelligence,AMER,United States,Automotive,Mid-Market,1800,36000000,Active,2020-08-11,2022-03-22,Marketing Analytics,Avery Johnson,Michael Chen
ACC-000223,Pinnacle Intelligence,AMER,United States,Automotive,Mid-Market,1800,36000000,Active,2020-08-11,2022-03-22,Marketing Analytics,Alex Rivera,Sarah Johnson
ACC-000224,Zenith Partners,AMER,United States,Professional Services,Mid-Market,1900,38000000,Active,2020-08-12,2022-03-24,Supply Chain Analytics,Reese Lewis,David Thompson
ACC-000224,Zenith Partners,AMER,United States,Professional Services,Mid-Market,1900,38000000,Active,2020-08-12,2022-03-24,Supply Chain Analytics,Riley Martinez,Michael Chen
ACC-000225,Vortex Associates,AMER,United States,Financial Services,Mid-Market,2000,40000000,Active,2020-08-13,2022-03-26,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000226,Phoenix Consulting,APJ,Singapore,Healthcare & Life Sciences,Mid-Market,2100,12000000,Active,2020-08-14,2022-03-28,Operational Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000229,Vertex Analytics,EMEA,Spain,Manufacturing,Mid-Market,2400,14000000,Active,2020-08-17,2022-04-03,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000229,Vertex Analytics,EMEA,Spain,Manufacturing,Mid-Market,2400,14000000,Active,2020-08-17,2022-04-03,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000229,Vertex Analytics,EMEA,Spain,Manufacturing,Mid-Market,2400,14000000,Active,2020-08-17,2022-04-03,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000229,Vertex Analytics,EMEA,Spain,Manufacturing,Mid-Market,2400,14000000,Active,2020-08-17,2022-04-03,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000232,Quantum Associates,EMEA,Spain,Energy & Utilities,Mid-Market,2700,18500000,Active,2020-08-20,2022-04-09,Customer 360,Phoenix Wright,Lisa Wang
ACC-000234,Catalyst Services,AMER,United States,Education,Mid-Market,2900,58000000,Active,2020-08-22,2022-04-13,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000236,Zenith Analytics,AMER,Canada,Real Estate,Mid-Market,3100,62000000,Active,2020-08-24,2022-04-17,Supply Chain Analytics,Finley White,Jennifer Rodriguez
ACC-000237,Vortex Intelligence,AMER,United States,Insurance,Mid-Market,3200,64000000,Active,2020-08-25,2022-04-19,Risk & Compliance,Emery Young,David Thompson
ACC-000238,Phoenix Partners,AMER,United States,Automotive,Mid-Market,3300,66000000,Active,2020-08-26,2022-04-21,Operational Analytics,Drew Garcia,Michael Chen
ACC-000240,Global Solutions,APJ,South Korea,Financial Services,Mid-Market,500,6000000,New,2020-08-28,2022-04-25,Data Analytics & BI,Kai Campbell,Hiroshi Tanaka
ACC-000241,Beta Inc,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Churned,2020-08-29,2022-04-27,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000241,Beta Inc,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Churned,2020-08-29,2022-04-27,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000241,Beta Inc,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Churned,2020-08-29,2022-04-27,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000241,Beta Inc,AMER,United States,Healthcare & Life Sciences,Mid-Market,600,12000000,Churned,2020-08-29,2022-04-27,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000242,Apex Solutions,EMEA,Sweden,Technology,Mid-Market,700,33500000,At Risk,2020-08-30,2022-04-29,Real-time Analytics,Rain Carter,James Mueller
ACC-000242,Apex Solutions,EMEA,Sweden,Technology,Mid-Market,700,33500000,At Risk,2020-08-30,2022-04-29,Real-time Analytics,River Scott,Lisa Wang
ACC-000242,Apex Solutions,EMEA,Sweden,Technology,Mid-Market,700,33500000,At Risk,2020-08-30,2022-04-29,Real-time Analytics,Rowan King,Lisa Wang
ACC-000243,Matrix Analytics,AMER,United States,Retail & E-commerce,Mid-Market,800,16000000,Active,2020-08-31,2022-05-01,Data Engineering,Quinn Anderson,Michael Chen
ACC-000244,Quantum Intelligence,AMER,United States,Manufacturing,Mid-Market,900,18000000,Active,2020-09-01,2022-05-03,Customer 360,Parker Allen,David Thompson
ACC-000245,Synergy Partners,LATAM,Chile,Media & Entertainment,Mid-Market,1000,8000000,Active,2020-09-02,2022-05-05,IoT Analytics,Rio Rogers,Carlos Silva
ACC-000245,Synergy Partners,LATAM,Chile,Media & Entertainment,Mid-Market,1000,8000000,Active,2020-09-02,2022-05-05,IoT Analytics,Cruz Morris,Carlos Silva
ACC-000247,Pinnacle Consulting,APJ,Japan,Energy & Utilities,SMB,225,1300000,Active,2020-09-04,2022-05-09,Marketing Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000250,Phoenix Analytics,AMER,Canada,Transportation & Logistics,SMB,300,3000000,Active,2020-09-07,2022-05-15,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000252,Nexus Partners,AMER,United States,Insurance,SMB,350,3400000,Active,2020-09-09,2022-05-19,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000253,Vertex Associates,APJ,Japan,Automotive,SMB,375,700000,Active,2020-09-10,2022-05-21,Machine Learning & AI,Zara Collins,Priya Sharma
ACC-000253,Vertex Associates,APJ,Japan,Automotive,SMB,375,700000,Active,2020-09-10,2022-05-21,Machine Learning & AI,Zen Phillips,Hiroshi Tanaka
ACC-000254,Apex Consulting,AMER,United States,Professional Services,SMB,400,3800000,Active,2020-09-11,2022-05-23,Real-time Analytics,Finley White,Jennifer Rodriguez
ACC-000256,Quantum Solutions,EMEA,Netherlands,Healthcare & Life Sciences,SMB,450,950000,Active,2020-09-13,2022-05-27,Customer 360,Phoenix Wright,Lisa Wang
ACC-000257,Synergy Analytics,APJ,South Korea,Technology,SMB,475,1100000,Active,2020-09-14,2022-05-29,IoT Analytics,Atlas Edwards,Priya Sharma
ACC-000257,Synergy Analytics,APJ,South Korea,Technology,SMB,475,1100000,Active,2020-09-14,2022-05-29,IoT Analytics,Orion Evans,Hiroshi Tanaka
ACC-000258,Catalyst Intelligence,EMEA,Germany,Retail & E-commerce,SMB,500,1250000,Active,2020-09-15,2022-05-31,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000260,Global Industries,EMEA,Germany,Media & Entertainment,SMB,50,1550000,New,2020-09-17,2022-06-04,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000261,Sigma Ltd,AMER,United States,Telecommunications,SMB,75,1200000,Churned,2020-09-18,2022-06-06,Risk & Compliance,Quinn Anderson,Michael Chen
ACC-000265,Vertex Intelligence,EMEA,Netherlands,Transportation & Logistics,SMB,175,2300000,Active,2020-09-22,2022-06-14,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000265,Vertex Intelligence,EMEA,Netherlands,Transportation & Logistics,SMB,175,2300000,Active,2020-09-22,2022-06-14,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000265,Vertex Intelligence,EMEA,Netherlands,Transportation & Logistics,SMB,175,2300000,Active,2020-09-22,2022-06-14,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000265,Vertex Intelligence,EMEA,Netherlands,Transportation & Logistics,SMB,175,2300000,Active,2020-09-22,2022-06-14,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000266,Apex Partners,EMEA,Germany,Real Estate,SMB,200,2450000,Active,2020-09-23,2022-06-16,Real-time Analytics,Rain Carter,James Mueller
ACC-000266,Apex Partners,EMEA,Germany,Real Estate,SMB,200,2450000,Active,2020-09-23,2022-06-16,Real-time Analytics,River Scott,Lisa Wang
ACC-000266,Apex Partners,EMEA,Germany,Real Estate,SMB,200,2450000,Active,2020-09-23,2022-06-16,Real-time Analytics,Rowan King,Lisa Wang
ACC-000268,Quantum Consulting,LATAM,Argentina,Automotive,SMB,250,1040000,Active,2020-09-25,2022-06-20,Customer 360,Vale Sanchez,Carlos Silva
ACC-000270,Catalyst Solutions,AMER,United States,Financial Services,SMB,300,3000000,Active,2020-09-27,2022-06-24,Financial Analytics,Hayden Clark,Jennifer Rodriguez
ACC-000272,Zenith Intelligence,EMEA,Spain,Technology,SMB,350,1100000,Active,2020-09-29,2022-06-28,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000274,Phoenix Associates,APJ,Australia,Manufacturing,SMB,400,1600000,Active,2020-10-01,2022-07-02,Operational Analytics,Zara Collins,Priya Sharma
ACC-000274,Phoenix Associates,APJ,Australia,Manufacturing,SMB,400,1600000,Active,2020-10-01,2022-07-02,Operational Analytics,Zen Phillips,Hiroshi Tanaka
ACC-000275,Titan Consulting,AMER,Canada,Media & Entertainment,SMB,425,4000000,Active,2020-10-02,2022-07-04,Data Science Platform,Cameron Lee,Jennifer Rodriguez
ACC-000275,Titan Consulting,AMER,Canada,Media & Entertainment,SMB,425,4000000,Active,2020-10-02,2022-07-04,Data Science Platform,Casey Wilson,Sarah Johnson
ACC-000277,Vertex Solutions,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2020-10-04,2022-07-08,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000277,Vertex Solutions,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2020-10-04,2022-07-08,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000277,Vertex Solutions,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2020-10-04,2022-07-08,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000277,Vertex Solutions,EMEA,France,Energy & Utilities,SMB,475,1850000,Active,2020-10-04,2022-07-08,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000278,Apex Analytics,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2020-10-05,2022-07-10,Real-time Analytics,Rain Carter,James Mueller
ACC-000278,Apex Analytics,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2020-10-05,2022-07-10,Real-time Analytics,River Scott,Lisa Wang
ACC-000278,Apex Analytics,EMEA,United Kingdom,Government & Public Sector,SMB,500,2000000,Active,2020-10-05,2022-07-10,Real-time Analytics,Rowan King,Lisa Wang
ACC-000279,Matrix Intelligence,AMER,United States,Education,SMB,525,4800000,Active,2020-10-06,2022-07-12,Data Engineering,Quinn Anderson,Michael Chen
ACC-000280,Global Solutions,EMEA,United Kingdom,Transportation & Logistics,SMB,50,2300000,New,2020-10-07,2022-07-14,Customer 360,Phoenix Wright,Lisa Wang
ACC-000281,Beta Holdings,EMEA,France,Real Estate,SMB,75,2450000,Churned,2020-10-08,2022-07-16,IoT Analytics,Cloud Mitchell,James Mueller
ACC-000281,Beta Holdings,EMEA,France,Real Estate,SMB,75,2450000,Churned,2020-10-08,2022-07-16,IoT Analytics,Ocean Baker,James Mueller
ACC-000286,Phoenix Intelligence,AMER,United States,Healthcare & Life Sciences,SMB,200,2200000,Active,2020-10-13,2022-07-26,Operational Analytics,Jordan Kim,Sarah Johnson
ACC-000288,Nexus Associates,AMER,Canada,Retail & E-commerce,SMB,250,2600000,Active,2020-10-15,2022-07-30,Data Analytics & BI,Hayden Clark,Jennifer Rodriguez
ACC-000292,Quantum Analytics,EMEA,Spain,Energy & Utilities,SMB,350,1850000,Active,2020-10-19,2022-08-07,Customer 360,Phoenix Wright,Lisa Wang
ACC-000293,Synergy Intelligence,AMER,United States,Government & Public Sector,SMB,375,3600000,Active,2020-10-20,2022-08-09,IoT Analytics,Cameron Lee,Jennifer Rodriguez
ACC-000293,Synergy Intelligence,AMER,United States,Government & Public Sector,SMB,375,3600000,Active,2020-10-20,2022-08-09,IoT Analytics,Casey Wilson,Sarah Johnson
ACC-000294,Catalyst Partners,AMER,United States,Education,SMB,400,3800000,Active,2020-10-21,2022-08-11,Financial Analytics,Blake Miller,Jennifer Rodriguez
ACC-000294,Catalyst Partners,AMER,United States,Education,SMB,400,3800000,Active,2020-10-21,2022-08-11,Financial Analytics,Taylor Brooks,Sarah Johnson
ACC-000295,Pinnacle Associates,APJ,Japan,Transportation & Logistics,SMB,425,1300000,Active,2020-10-22,2022-08-13,Marketing Analytics,Zara Collins,Priya Sharma
ACC-000295,Pinnacle Associates,APJ,Japan,Transportation & Logistics,SMB,425,1300000,Active,2020-10-22,2022-08-13,Marketing Analytics,Zen Phillips,Hiroshi Tanaka
ACC-000296,Zenith Consulting,APJ,Japan,Real Estate,SMB,450,1400000,Active,2020-10-23,2022-08-15,Supply Chain Analytics,Kai Campbell,Hiroshi Tanaka
ACC-000298,Phoenix Solutions,AMER,Canada,Automotive,SMB,500,4600000,Active,2020-10-25,2022-08-19,Operational Analytics,Parker Allen,David Thompson
ACC-000301,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Enterprise,5500,248000000,Churned,2020-10-28,2022-08-25,Machine Learning & AI,Star Turner,Emma Larsson
ACC-000301,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Enterprise,5500,248000000,Churned,2020-10-28,2022-08-25,Machine Learning & AI,Sky Nelson,James Mueller
ACC-000301,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Enterprise,5500,248000000,Churned,2020-10-28,2022-08-25,Machine Learning & AI,Storm Adams,Lisa Wang
ACC-000301,Sigma Inc,EMEA,France,Healthcare & Life Sciences,Enterprise,5500,248000000,Churned,2020-10-28,2022-08-25,Machine Learning & AI,Sage Green,Lisa Wang
ACC-000304,Quantum Services,AMER,United States,Manufacturing,Enterprise,7000,140000000,Active,2020-10-31,2022-08-31,Customer 360,Jordan Kim,Sarah Johnson
ACC-000306,Catalyst Analytics,EMEA,United Kingdom,Telecommunications,Enterprise,8000,288000000,Active,2020-11-02,2022-09-04,Financial Analytics,Nova Roberts,Emma Larsson
ACC-000309,Vortex Associates,AMER,United States,Education,Enterprise,9500,190000000,Active,2020-11-05,2022-09-10,Risk & Compliance,Emery Young,David Thompson
ACC-000310,Phoenix Consulting,AMER,Mexico,Transportation & Logistics,Enterprise,10000,200000000,Active,2020-11-06,2022-09-12,Operational Analytics,Drew Garcia,Michael Chen
ACC-000312,Nexus Solutions,APJ,Singapore,Insurance,Enterprise,11000,132000000,Active,2020-11-08,2022-09-16,Data Analytics & BI,Iris Stewart,Priya Sharma
ACC-000313,Vertex Analytics,AMER,Mexico,Automotive,Enterprise,11500,230000000,Active,2020-11-09,2022-09-18,Machine Learning & AI,Skyler Hall,David Thompson
ACC-000313,Vertex Analytics,AMER,Mexico,Automotive,Enterprise,11500,230000000,Active,2020-11-09,2022-09-18,Machine Learning & AI,Sage Thompson,Michael Chen
ACC-000313,Vertex Analytics,AMER,Mexico,Automotive,Enterprise,11500,230000000,Active,2020-11-09,2022-09-18,Machine Learning & AI,Avery Johnson,Michael Chen
ACC-000313,Vertex Analytics,AMER,Mexico,Automotive,Enterprise,11500,230000000,Active,2020-11-09,2022-09-18,Machine Learning & AI,Alex Rivera,Sarah Johnson
ACC-000314,Apex Intelligence,EMEA,Germany,Professional Services,Enterprise,12000,352000000,Active,2020-11-10,2022-09-20,Real-time Analytics,Rain Carter,James Mueller
ACC-000314,Apex Intelligence,EMEA,Germany,Professional Services,Enterprise,12000,352000000,Active,2020-11-10,2022-09-20,Real-time Analytics,River Scott,Lisa Wang
ACC-000314,Apex Intelligence,EMEA,Germany,Professional Services,Enterprise,12000,352000000,Active,2020-11-10,2022-09-20,Real-time Analytics,Rowan King,Lisa Wang
ACC-000316,Quantum Associates,EMEA,Spain,Healthcare & Life Sciences,Mid-Market,2100,32000000,Active,2020-11-12,2022-09-24,Customer 360,Phoenix Wright,Lisa Wang
ACC-000319,Pinnacle Solutions,APJ,Japan,Manufacturing,Mid-Market,2400,25000000,Active,2020-11-15,2022-09-30,Marketing Analytics,Iris Stewart,Priya Sharma
ACC-000320,Global Solutions,EMEA,United Kingdom,Media & Entertainment,Mid-Market,2500,38000000,New,2020-11-16,2022-10-02,Supply Chain Analytics,Luna Perez,Emma Larsson
ACC-000324,Nexus Consulting,APJ,Japan,Education,Mid-Market,2900,10000000,Active,2020-11-20,2022-10-10,Data Analytics & BI,Kai Campbell,Hiroshi Tanaka
ACC-000326,Apex Solutions,EMEA,Germany,Real Estate,Mid-Market,3100,9500000,Active,2020-11-22,2022-10-14,Real-time Analytics,Rain Carter,James Mueller
ACC-000326,Apex Solutions,EMEA,Germany,Real Estate,Mid-Market,3100,9500000,Active,2020-11-22,2022-10-14,Real-time Analytics,River Scott,Lisa Wang
ACC-000326,Apex Solutions,EMEA,Germany,Real Estate,Mid-Market,3100,9500000,Active,2020-11-22,2022-10-14,Real-time Analytics,Rowan King,Lisa Wang
ACC-000327,Matrix Analytics,AMER,United States,Insurance,Mid-Market,3200,64000000,Active,2020-11-23,2022-10-16,Data Engineering,Emery Young,David Thompson
ACC-000328,Quantum Intelligence,AMER,United States,Automotive,Mid-Market,3300,66000000,Active,2020-11-24,2022-10-18,Customer 360,Drew Garcia,Michael Chen
